Time (s),Speed (km/h),Altitude (km)
415.65,12732,228.104
415.68,12734,228.108
415.72,12735,228.112
415.75,12736,228.116
415.78,12738,228.12
415.82,12739,228.124
415.85,12740,228.128
415.88,12741,228.132
415.92,12743,228.136
415.95,12744,228.14
415.98,12746,228.144
416.02,12747,228.148
416.05,12749,228.152
416.08,12750,228.156
416.12,12751,228.16
416.15,12753,228.164
416.18,12754,228.168
416.22,12755,228.172
416.25,12757,228.176
416.28,12759,228.18
416.32,12761,228.184
416.35,12762,228.188
416.38,12764,228.192
416.42,12765,228.196
416.45,12767,228.2
416.48,12768,228.204
416.52,12770,228.208
416.55,12771,228.212
416.58,12774,228.216
416.62,12775,228.22
416.65,12776,228.224
416.68,12778,228.228
416.72,12779,228.232
416.75,12780,228.236
416.78,12782,228.24
416.82,12783,228.244
416.85,12784,228.248
416.88,12787,228.252
416.92,12788,228.256
416.95,12790,228.26
416.98,12792,228.264
417.02,12793,228.268
417.05,12795,228.272
417.08,12796,228.276
417.12,12798,228.28
417.15,12799,228.284
417.18,12801,228.288
417.22,12803,228.292
417.25,12808,228.296
417.28,12806,228.3
417.32,12808,228.304
417.35,12809,228.308
417.38,12811,228.312
417.42,12812,228.316
417.45,12814,228.32
417.48,12816,228.324
417.52,12818,228.328
417.55,12819,228.332
417.58,12821,228.336
417.62,12822,228.34
417.65,12824,228.344
417.68,12825,228.348
417.72,12827,228.352
417.75,12828,228.356
417.78,12830,228.36
417.82,12832,228.364
417.85,12834,228.368
417.88,12835,228.372
417.92,12837,228.376
417.95,12838,228.38
417.98,12840,228.384
418.02,12841,228.388
418.05,12842,228.392
418.08,12845,228.396
418.12,12846,228.4
418.15,12848,228.404
418.18,12849,228.408
418.22,12851,228.412
418.25,12852,228.416
418.28,12854,228.42
418.32,12855,228.424
418.35,12858,228.428
418.39,12859,228.432
418.42,12861,228.436
418.45,12862,228.44
418.49,12864,228.444
418.52,12865,228.448
418.55,12867,228.452
418.59,12868,228.456
418.62,12870,228.46
418.65,12872,228.464
418.69,12874,228.468
418.72,12875,228.472
418.75,12877,228.476
418.79,12878,228.48
418.82,12880,228.484
418.85,12881,228.488
418.89,12883,228.492
418.92,12884,228.496
418.95,12886,228.5
418.99,12888,228.504
419.02,12890,228.508
419.05,12891,228.512
419.09,12893,228.516
419.12,12894,228.52
419.15,12895,228.524
419.19,12897,228.528
419.22,12898,228.532
419.25,12901,228.536
419.29,12902,228.54
419.32,12904,228.544
419.35,12905,228.548
419.39,12907,228.552
419.42,12908,228.556
419.45,12910,228.56
419.49,12911,228.564
419.52,12912,228.568
419.55,12915,228.572
419.59,12916,228.576
419.62,12918,228.58
419.65,12919,228.584
419.69,12921,228.588
419.72,12922,228.592
419.75,12924,228.596
419.79,12925,228.6
419.82,12926,228.604
419.85,12929,228.608
419.89,12930,228.612
419.92,12932,228.616
419.95,12933,228.62
419.99,12935,228.624
420.02,12936,228.628
420.05,12938,228.632
420.09,12939,228.636
420.12,12940,228.64
420.15,12943,228.644
420.19,12944,228.648
420.22,12946,228.652
420.25,12948,228.656
420.29,12949,228.66
420.32,12950,228.664
420.35,12952,228.668
420.39,12953,228.672
420.42,12955,228.676
420.45,12957,228.68
420.49,12959,228.684
420.52,12960,228.688
420.55,12962,228.692
420.59,12963,228.696
420.62,12965,228.7
420.65,12966,228.704
420.69,12967,228.708
420.72,12969,228.712
420.75,12971,228.716
420.79,12973,228.72
420.82,12974,228.724
420.85,12976,228.728
420.89,12977,228.732
420.92,12979,228.736
420.95,12980,228.74
420.99,12982,228.744
421.02,12983,228.748
421.05,12985,228.752
421.09,12987,228.756
421.12,12988,228.76
421.15,12990,228.764
421.19,12991,228.768
421.22,12993,228.772
421.25,12994,228.776
421.29,12996,228.78
421.32,12997,228.784
421.35,12999,228.788
421.39,13000,228.792
421.42,13002,228.796
421.45,13003,228.8
421.49,13005,228.804
421.52,13006,228.808
421.55,13007,228.812
421.59,13008,228.816
421.62,13009,228.82
421.65,13012,228.824
421.69,13014,228.828
421.72,13015,228.832
421.76,13017,228.836
421.79,13018,228.84
421.82,13020,228.844
421.86,13021,228.848
421.89,13023,228.852
421.92,13024,228.856
421.96,13027,228.86
421.99,13028,228.864
422.02,13030,228.868
422.06,13031,228.872
422.09,13033,228.876
422.12,13035,228.88
422.16,13036,228.884
422.19,13037,228.888
422.22,13039,228.892
422.26,13041,228.896
422.29,13043,228.9
422.32,13044,228.904
422.36,13046,228.908
422.39,13048,228.912
422.42,13048,228.916
422.46,13049,228.92
422.49,13052,228.924
422.52,13052,228.928
422.56,13053,228.932
422.59,13057,228.936
422.62,13057,228.94
422.66,13059,228.944
422.69,13059,228.948
422.72,13062,228.952
422.76,13065,228.956
422.79,13065,228.96
422.82,13066,228.964
422.86,13070,228.968
422.89,13070,228.972
422.92,13071,228.976
422.96,13074,228.98
422.99,13074,228.984
423.02,13075,228.988
423.06,13075,228.992
423.09,13078,228.996
423.12,13079,229
423.16,13079,229.0029
423.19,13083,229.0058
423.22,13084,229.0087
423.26,13084,229.0116
423.29,13088,229.0145
423.32,13089,229.0173
423.36,13089,229.0202
423.39,13092,229.0231
423.42,13094,229.026
423.46,13095,229.0289
423.49,13098,229.0318
423.52,13099,229.0347
423.56,13101,229.0376
423.59,13103,229.0405
423.62,13104,229.0434
423.66,13106,229.0462
423.69,13107,229.0491
423.72,13109,229.052
423.76,13110,229.0549
423.79,13112,229.0578
423.82,13114,229.0607
423.86,13115,229.0636
423.89,13117,229.0665
423.92,13118,229.0694
423.96,13119,229.0723
423.99,13121,229.0751
424.02,13122,229.078
424.06,13123,229.0809
424.09,13125,229.0838
424.12,13127,229.0867
424.16,13129,229.0896
424.19,13131,229.0925
424.22,13132,229.0954
424.26,13134,229.0983
424.29,13135,229.1012
424.32,13137,229.104
424.36,13138,229.1069
424.39,13140,229.1098
424.42,13142,229.1127
424.46,13143,229.1156
424.49,13145,229.1185
424.52,13146,229.1214
424.56,13148,229.1243
424.59,13149,229.1272
424.62,13150,229.1301
424.66,13151,229.1329
424.69,13154,229.1358
424.72,13156,229.1387
424.76,13157,229.1416
424.79,13159,229.1445
424.82,13161,229.1474
424.86,13162,229.1503
424.89,13164,229.1532
424.92,13165,229.1561
424.96,13167,229.159
424.99,13169,229.1618
425.03,13170,229.1647
425.06,13172,229.1676
425.09,13173,229.1705
425.13,13175,229.1734
425.16,13176,229.1763
425.19,13177,229.1792
425.23,13179,229.1821
425.26,13180,229.185
425.29,13182,229.1879
425.33,13184,229.1908
425.36,13186,229.1936
425.39,13188,229.1965
425.43,13189,229.1994
425.46,13191,229.2023
425.49,13192,229.2052
425.53,13194,229.2081
425.56,13195,229.211
425.59,13198,229.2139
425.63,13200,229.2168
425.66,13201,229.2197
425.69,13203,229.2225
425.73,13205,229.2254
425.76,13206,229.2283
425.79,13208,229.2312
425.83,13209,229.2341
425.86,13211,229.237
425.89,13213,229.2399
425.93,13215,229.2428
425.96,13216,229.2457
425.99,13218,229.2486
426.03,13220,229.2514
426.06,13221,229.2543
426.09,13223,229.2572
426.13,13224,229.2601
426.16,13226,229.263
426.19,13228,229.2659
426.23,13230,229.2688
426.26,13231,229.2717
426.29,13233,229.2746
426.33,13234,229.2775
426.36,13236,229.2803
426.39,13237,229.2832
426.43,13239,229.2861
426.46,13240,229.289
426.49,13243,229.2919
426.53,13244,229.2948
426.56,13245,229.2977
426.59,13247,229.3006
426.63,13248,229.3035
426.66,13250,229.3064
426.69,13251,229.3092
426.73,13252,229.3121
426.76,13253,229.315
426.79,13256,229.3179
426.83,13257,229.3208
426.86,13259,229.3237
426.89,13261,229.3266
426.93,13262,229.3295
426.96,13264,229.3324
426.99,13266,229.3353
427.03,13267,229.3382
427.06,13269,229.341
427.09,13271,229.3439
427.13,13273,229.3468
427.16,13274,229.3497
427.19,13276,229.3526
427.23,13278,229.3555
427.26,13279,229.3584
427.29,13281,229.3613
427.33,13282,229.3642
427.36,13284,229.3671
427.39,13286,229.3699
427.43,13288,229.3728
427.46,13289,229.3757
427.49,13291,229.3786
427.53,13293,229.3815
427.56,13294,229.3844
427.59,13296,229.3873
427.63,13297,229.3902
427.66,13299,229.3931
427.69,13301,229.396
427.73,13303,229.3988
427.76,13304,229.4017
427.79,13306,229.4046
427.83,13308,229.4075
427.86,13309,229.4104
427.89,13311,229.4133
427.93,13312,229.4162
427.96,13313,229.4191
427.99,13316,229.422
428.03,13316,229.4249
428.06,13319,229.4277
428.09,13321,229.4306
428.13,13322,229.4335
428.16,13324,229.4364
428.19,13325,229.4393
428.23,13327,229.4422
428.26,13328,229.4451
428.29,13331,229.448
428.33,13332,229.4509
428.36,13334,229.4538
428.4,13336,229.4566
428.43,13337,229.4595
428.46,13339,229.4624
428.5,13340,229.4653
428.53,13342,229.4682
428.56,13343,229.4711
428.6,13345,229.474
428.63,13347,229.4769
428.66,13349,229.4798
428.7,13350,229.4827
428.73,13352,229.4855
428.76,13353,229.4884
428.8,13355,229.4913
428.83,13356,229.4942
428.86,13358,229.4971
428.9,13360,229.5
428.93,13361,229.5029
428.96,13363,229.5058
429,13364,229.5087
429.03,13366,229.5116
429.06,13367,229.5145
429.1,13366,229.5173
429.13,13369,229.5202
429.16,13371,229.5231
429.2,13373,229.526
429.23,13375,229.5289
429.26,13377,229.5318
429.3,13378,229.5347
429.33,13380,229.5376
429.36,13381,229.5405
429.4,13383,229.5434
429.43,13384,229.5462
429.46,13386,229.5491
429.5,13388,229.552
429.53,13390,229.5549
429.56,13391,229.5578
429.6,13393,229.5607
429.63,13394,229.5636
429.66,13395,229.5665
429.7,13397,229.5694
429.73,13398,229.5723
429.76,13399,229.5751
429.8,13402,229.578
429.83,13403,229.5809
429.86,13405,229.5838
429.9,13406,229.5867
429.93,13408,229.5896
429.96,13409,229.5925
430,13411,229.5954
430.03,13412,229.5983
430.06,13413,229.6012
430.1,13416,229.604
430.13,13418,229.6069
430.16,13419,229.6098
430.2,13421,229.6127
430.23,13423,229.6156
430.26,13424,229.6185
430.3,13426,229.6214
430.33,13428,229.6243
430.36,13429,229.6272
430.4,13431,229.6301
430.43,13433,229.6329
430.46,13435,229.6358
430.5,13436,229.6387
430.53,13438,229.6416
430.56,13439,229.6445
430.6,13440,229.6474
430.63,13442,229.6503
430.66,13443,229.6532
430.7,13445,229.6561
430.73,13447,229.659
430.76,13448,229.6618
430.8,13450,229.6647
430.83,13452,229.6676
430.86,13453,229.6705
430.9,13454,229.6734
430.93,13456,229.6763
430.96,13457,229.6792
431,13460,229.6821
431.03,13462,229.685
431.06,13463,229.6879
431.1,13465,229.6908
431.13,13467,229.6936
431.16,13469,229.6965
431.2,13470,229.6994
431.23,13472,229.7023
431.26,13473,229.7052
431.3,13476,229.7081
431.33,13477,229.711
431.36,13479,229.7139
431.4,13480,229.7168
431.43,13482,229.7197
431.46,13483,229.7225
431.5,13485,229.7254
431.53,13486,229.7283
431.56,13487,229.7312
431.6,13490,229.7341
431.63,13491,229.737
431.67,13493,229.7399
431.7,13495,229.7428
431.73,13496,229.7457
431.77,13498,229.7486
431.8,13499,229.7514
431.83,13500,229.7543
431.87,13502,229.7572
431.9,13504,229.7601
431.93,13506,229.763
431.97,13507,229.7659
432,13509,229.7688
432.03,13511,229.7717
432.07,13512,229.7746
432.1,13514,229.7775
432.13,13515,229.7803
432.17,13516,229.7832
432.2,13519,229.7861
432.23,13521,229.789
432.27,13523,229.7919
432.3,13524,229.7948
432.33,13526,229.7977
432.37,13528,229.8006
432.4,13530,229.8035
432.43,13531,229.8064
432.47,13533,229.8092
432.5,13535,229.8121
432.53,13537,229.815
432.57,13538,229.8179
432.6,13540,229.8208
432.63,13541,229.8237
432.67,13543,229.8266
432.7,13544,229.8295
432.73,13546,229.8324
432.77,13547,229.8353
432.8,13550,229.8382
432.83,13551,229.841
432.87,13553,229.8439
432.9,13555,229.8468
432.93,13557,229.8497
432.97,13559,229.8526
433,13560,229.8555
433.03,13562,229.8584
433.07,13563,229.8613
433.1,13566,229.8642
433.13,13567,229.8671
433.17,13569,229.8699
433.2,13570,229.8728
433.23,13572,229.8757
433.27,13573,229.8786
433.3,13575,229.8815
433.33,13576,229.8844
433.37,13577,229.8873
433.4,13580,229.8902
433.43,13582,229.8931
433.47,13584,229.896
433.5,13585,229.8988
433.53,13587,229.9017
433.57,13589,229.9046
433.6,13591,229.9075
433.63,13592,229.9104
433.67,13594,229.9133
433.7,13596,229.9162
433.73,13598,229.9191
433.77,13599,229.922
433.8,13601,229.9249
433.83,13602,229.9277
433.87,13604,229.9306
433.9,13605,229.9335
433.93,13606,229.9364
433.97,13608,229.9393
434,13610,229.9422
434.03,13612,229.9451
434.07,13614,229.948
434.1,13616,229.9509
434.13,13617,229.9538
434.17,13619,229.9566
434.2,13621,229.9595
434.23,13622,229.9624
434.27,13624,229.9653
434.3,13626,229.9682
434.33,13626,229.9711
434.37,13629,229.974
434.4,13631,229.9769
434.43,13632,229.9798
434.47,13634,229.9827
434.5,13635,229.9855
434.53,13637,229.9884
434.57,13638,229.9913
434.6,13640,229.9942
434.63,13642,229.9971
434.67,13644,230
434.7,13645,229.9992
434.73,13647,229.9985
434.77,13648,229.9977
434.8,13650,229.997
434.83,13651,229.9962
434.87,13652,229.9955
434.9,13655,229.9947
434.93,13657,229.994
434.97,13659,229.9932
435,13661,229.9925
435.04,13662,229.9917
435.07,13664,229.991
435.1,13666,229.9902
435.14,13667,229.9895
435.17,13669,229.9887
435.2,13672,229.988
435.24,13673,229.9872
435.27,13675,229.9865
435.3,13677,229.9857
435.34,13679,229.985
435.37,13680,229.9842
435.4,13682,229.9835
435.44,13683,229.9827
435.47,13685,229.982
435.5,13687,229.9812
435.54,13689,229.9805
435.57,13690,229.9797
435.6,13692,229.979
435.64,13693,229.9782
435.67,13695,229.9775
435.7,13696,229.9767
435.74,13698,229.976
435.77,13699,229.9752
435.8,13701,229.9745
435.84,13703,229.9737
435.87,13704,229.973
435.9,13706,229.9722
435.94,13706,229.9715
435.97,13709,229.9707
436,13710,229.9699
436.04,13712,229.9692
436.07,13713,229.9684
436.1,13716,229.9677
436.14,13716,229.9669
436.17,13720,229.9662
436.2,13722,229.9654
436.24,13724,229.9647
436.27,13726,229.9639
436.3,13728,229.9632
436.34,13730,229.9624
436.37,13732,229.9617
436.4,13734,229.9609
436.44,13736,229.9602
436.47,13738,229.9594
436.5,13739,229.9587
436.54,13741,229.9579
436.57,13743,229.9572
436.6,13744,229.9564
436.64,13746,229.9557
436.67,13747,229.9549
436.7,13749,229.9542
436.74,13751,229.9534
436.77,13752,229.9527
436.8,13754,229.9519
436.84,13755,229.9512
436.87,13757,229.9504
436.9,13758,229.9497
436.94,13759,229.9489
436.97,13761,229.9482
437,13763,229.9474
437.04,13765,229.9467
437.07,13767,229.9459
437.1,13769,229.9452
437.14,13770,229.9444
437.17,13772,229.9437
437.2,13774,229.9429
437.24,13775,229.9421
437.27,13777,229.9414
437.3,13779,229.9406
437.34,13781,229.9399
437.37,13782,229.9391
437.4,13784,229.9384
437.44,13785,229.9376
437.47,13787,229.9369
437.5,13788,229.9361
437.54,13789,229.9354
437.57,13791,229.9346
437.6,13793,229.9339
437.64,13795,229.9331
437.67,13796,229.9324
437.7,13798,229.9316
437.74,13799,229.9309
437.77,13801,229.9301
437.8,13802,229.9294
437.84,13804,229.9286
437.87,13805,229.9279
437.9,13808,229.9271
437.94,13809,229.9264
437.97,13811,229.9256
438,13812,229.9249
438.04,13814,229.9241
438.07,13816,229.9234
438.1,13817,229.9226
438.14,13819,229.9219
438.17,13820,229.9211
438.2,13823,229.9204
438.24,13825,229.9196
438.27,13826,229.9189
438.3,13828,229.9181
438.34,13830,229.9174
438.37,13832,229.9166
438.41,13834,229.9159
438.44,13835,229.9151
438.47,13837,229.9144
438.51,13840,229.9136
438.54,13841,229.9128
438.57,13843,229.9121
438.61,13845,229.9113
438.64,13847,229.9106
438.67,13849,229.9098
438.71,13850,229.9091
438.74,13852,229.9083
438.77,13853,229.9076
438.81,13856,229.9068
438.84,13857,229.9061
438.87,13859,229.9053
438.91,13861,229.9046
438.94,13862,229.9038
438.97,13864,229.9031
439.01,13865,229.9023
439.04,13866,229.9016
439.07,13868,229.9008
439.11,13869,229.9001
439.14,13870,229.8993
439.17,13871,229.8986
439.21,13872,229.8978
439.24,13873,229.8971
439.27,13874,229.8963
439.31,13875,229.8956
439.34,13876,229.8948
439.37,13877,229.8941
439.41,13879,229.8933
439.44,13882,229.8926
439.47,13884,229.8918
439.51,13886,229.8911
439.54,13888,229.8903
439.57,13890,229.8896
439.61,13892,229.8888
439.64,13894,229.8881
439.67,13895,229.8873
439.71,13898,229.8866
439.74,13900,229.8858
439.77,13902,229.885
439.81,13904,229.8843
439.84,13906,229.8835
439.87,13908,229.8828
439.91,13910,229.882
439.94,13912,229.8813
439.97,13913,229.8805
440.01,13916,229.8798
440.04,13918,229.879
440.07,13919,229.8783
440.11,13921,229.8775
440.14,13922,229.8768
440.17,13924,229.876
440.21,13925,229.8753
440.24,13927,229.8745
440.27,13928,229.8738
440.31,13931,229.873
440.34,13933,229.8723
440.37,13934,229.8715
440.41,13936,229.8708
440.44,13938,229.87
440.47,13939,229.8693
440.51,13941,229.8685
440.54,13942,229.8678
440.57,13944,229.867
440.61,13946,229.8663
440.64,13946,229.8655
440.67,13950,229.8648
440.71,13952,229.864
440.74,13954,229.8633
440.77,13956,229.8625
440.81,13958,229.8618
440.84,13959,229.861
440.87,13961,229.8603
440.91,13964,229.8595
440.94,13965,229.8588
440.97,13967,229.858
441.01,13969,229.8573
441.04,13971,229.8565
441.07,13973,229.8557
441.11,13974,229.855
441.14,13976,229.8542
441.17,13978,229.8535
441.21,13980,229.8527
441.24,13982,229.852
441.27,13984,229.8512
441.31,13986,229.8505
441.34,13987,229.8497
441.37,13989,229.849
441.41,13991,229.8482
441.44,13992,229.8475
441.47,13994,229.8467
441.51,13997,229.846
441.54,13998,229.8452
441.57,14000,229.8445
441.61,14002,229.8437
441.64,14004,229.843
441.68,14005,229.8422
441.71,14007,229.8415
441.74,14008,229.8407
441.78,14010,229.84
441.81,14012,229.8392
441.84,14014,229.8385
441.88,14015,229.8377
441.91,14017,229.837
441.94,14018,229.8362
441.98,14020,229.8355
442.01,14021,229.8347
442.04,14023,229.834
442.08,14024,229.8332
442.11,14027,229.8325
442.14,14029,229.8317
442.18,14030,229.831
442.21,14032,229.8302
442.24,14034,229.8295
442.28,14036,229.8287
442.31,14037,229.8279
442.34,14039,229.8272
442.38,14040,229.8264
442.41,14043,229.8257
442.44,14045,229.8249
442.48,14046,229.8242
442.51,14048,229.8234
442.54,14049,229.8227
442.58,14051,229.8219
442.61,14052,229.8212
442.64,14054,229.8204
442.68,14055,229.8197
442.71,14058,229.8189
442.74,14059,229.8182
442.78,14061,229.8174
442.81,14063,229.8167
442.84,14065,229.8159
442.88,14067,229.8152
442.91,14068,229.8144
442.94,14070,229.8137
442.98,14072,229.8129
443.01,14074,229.8122
443.04,14076,229.8114
443.08,14077,229.8107
443.11,14079,229.8099
443.14,14080,229.8092
443.18,14082,229.8084
443.21,14083,229.8077
443.24,14085,229.8069
443.28,14086,229.8062
443.31,14089,229.8054
443.34,14090,229.8047
443.38,14092,229.8039
443.41,14094,229.8032
443.44,14095,229.8024
443.48,14097,229.8017
443.51,14098,229.8009
443.54,14100,229.8002
443.58,14101,229.7994
443.61,14104,229.7986
443.64,14106,229.7979
443.68,14108,229.7971
443.71,14110,229.7964
443.74,14112,229.7956
443.78,14113,229.7949
443.81,14115,229.7941
443.84,14117,229.7934
443.88,14118,229.7926
443.91,14121,229.7919
443.94,14123,229.7911
443.98,14124,229.7904
444.01,14126,229.7896
444.04,14127,229.7889
444.08,14129,229.7881
444.11,14131,229.7874
444.14,14132,229.7866
444.18,14133,229.7859
444.21,14136,229.7851
444.24,14138,229.7844
444.28,14139,229.7836
444.31,14141,229.7829
444.34,14143,229.7821
444.38,14144,229.7814
444.41,14146,229.7806
444.44,14147,229.7799
444.48,14149,229.7791
444.51,14151,229.7784
444.54,14153,229.7776
444.58,14155,229.7769
444.61,14157,229.7761
444.64,14159,229.7754
444.68,14161,229.7746
444.71,14163,229.7739
444.74,14164,229.7731
444.78,14166,229.7724
444.81,14169,229.7716
444.84,14171,229.7708
444.88,14173,229.7701
444.91,14175,229.7693
444.94,14176,229.7686
444.98,14178,229.7678
445.01,14180,229.7671
445.05,14181,229.7663
445.08,14183,229.7656
445.11,14186,229.7648
445.15,14188,229.7641
445.18,14190,229.7633
445.21,14191,229.7626
445.25,14193,229.7618
445.28,14195,229.7611
445.31,14196,229.7603
445.35,14198,229.7596
445.38,14200,229.7588
445.41,14202,229.7581
445.45,14204,229.7573
445.48,14206,229.7566
445.51,14208,229.7558
445.55,14210,229.7551
445.58,14211,229.7543
445.61,14213,229.7536
445.65,14214,229.7528
445.68,14216,229.7521
445.71,14219,229.7513
445.75,14221,229.7506
445.78,14222,229.7498
445.81,14224,229.7491
445.85,14226,229.7483
445.88,14228,229.7476
445.91,14229,229.7468
445.95,14231,229.7461
445.98,14232,229.7453
446.01,14235,229.7446
446.05,14237,229.7438
446.08,14239,229.7431
446.11,14240,229.7423
446.15,14242,229.7415
446.18,14244,229.7408
446.21,14245,229.74
446.25,14247,229.7393
446.28,14249,229.7385
446.31,14251,229.7378
446.35,14253,229.737
446.38,14255,229.7363
446.41,14257,229.7355
446.45,14258,229.7348
446.48,14260,229.734
446.51,14262,229.7333
446.55,14263,229.7325
446.58,14265,229.7318
446.61,14267,229.731
446.65,14269,229.7303
446.68,14271,229.7295
446.71,14273,229.7288
446.75,14274,229.728
446.78,14276,229.7273
446.81,14278,229.7265
446.85,14279,229.7258
446.88,14281,229.725
446.91,14284,229.7243
446.95,14285,229.7235
446.98,14287,229.7228
447.01,14289,229.722
447.05,14291,229.7213
447.08,14292,229.7205
447.11,14294,229.7198
447.15,14296,229.719
447.18,14297,229.7183
447.21,14300,229.7175
447.25,14302,229.7168
447.28,14303,229.716
447.31,14305,229.7153
447.35,14307,229.7145
447.38,14309,229.7137
447.41,14310,229.713
447.45,14312,229.7122
447.48,14313,229.7115
447.51,14316,229.7107
447.55,14318,229.71
447.58,14320,229.7092
447.61,14321,229.7085
447.65,14323,229.7077
447.68,14325,229.707
447.71,14326,229.7062
447.75,14328,229.7055
447.78,14330,229.7047
447.81,14332,229.704
447.85,14334,229.7032
447.88,14336,229.7025
447.91,14338,229.7017
447.95,14339,229.701
447.98,14341,229.7002
448.01,14343,229.6995
448.05,14344,229.6987
448.08,14346,229.698
448.11,14348,229.6972
448.15,14350,229.6965
448.18,14352,229.6957
448.21,14354,229.695
448.25,14356,229.6942
448.28,14357,229.6935
448.31,14359,229.6927
448.35,14360,229.692
448.38,14362,229.6912
448.42,14365,229.6905
448.45,14366,229.6897
448.48,14368,229.689
448.52,14370,229.6882
448.55,14372,229.6875
448.58,14373,229.6867
448.62,14375,229.686
448.65,14377,229.6852
448.68,14378,229.6844
448.72,14381,229.6837
448.75,14383,229.6829
448.78,14385,229.6822
448.82,14386,229.6814
448.85,14388,229.6807
448.88,14390,229.6799
448.92,14391,229.6792
448.95,14393,229.6784
448.98,14395,229.6777
449.02,14397,229.6769
449.05,14399,229.6762
449.08,14400,229.6754
449.12,14402,229.6747
449.15,14403,229.6739
449.18,14405,229.6732
449.22,14406,229.6724
449.25,14408,229.6717
449.28,14409,229.6709
449.32,14412,229.6702
449.35,14413,229.6694
449.38,14415,229.6687
449.42,14417,229.6679
449.45,14419,229.6672
449.48,14421,229.6664
449.52,14423,229.6657
449.55,14424,229.6649
449.58,14426,229.6642
449.62,14429,229.6634
449.65,14431,229.6627
449.68,14432,229.6619
449.72,14434,229.6612
449.75,14436,229.6604
449.78,14438,229.6597
449.82,14439,229.6589
449.85,14441,229.6582
449.88,14443,229.6574
449.92,14445,229.6566
449.95,14447,229.6559
449.98,14448,229.6551
450.02,14450,229.6544
450.05,14452,229.6536
450.08,14453,229.6529
450.12,14455,229.6521
450.15,14456,229.6514
450.18,14457,229.6506
450.22,14460,229.6499
450.25,14462,229.6491
450.28,14464,229.6484
450.32,14466,229.6476
450.35,14468,229.6469
450.38,14470,229.6461
450.42,14471,229.6454
450.45,14473,229.6446
450.48,14475,229.6439
450.52,14477,229.6431
450.55,14479,229.6424
450.58,14481,229.6416
450.62,14482,229.6409
450.65,14484,229.6401
450.68,14485,229.6394
450.72,14487,229.6386
450.75,14488,229.6379
450.78,14490,229.6371
450.82,14493,229.6364
450.85,14494,229.6356
450.88,14496,229.6349
450.92,14498,229.6341
450.95,14500,229.6334
450.98,14502,229.6326
451.02,14504,229.6319
451.05,14505,229.6311
451.08,14507,229.6304
451.12,14510,229.6296
451.15,14512,229.6289
451.18,14514,229.6281
451.22,14516,229.6273
451.25,14518,229.6266
451.28,14519,229.6258
451.32,14521,229.6251
451.35,14523,229.6243
451.38,14524,229.6236
451.42,14527,229.6228
451.45,14529,229.6221
451.48,14530,229.6213
451.52,14532,229.6206
451.55,14534,229.6198
451.58,14535,229.6191
451.62,14537,229.6183
451.65,14538,229.6176
451.69,14539,229.6168
451.72,14542,229.6161
451.75,14544,229.6153
451.79,14545,229.6146
451.82,14547,229.6138
451.85,14549,229.6131
451.89,14550,229.6123
451.92,14552,229.6116
451.95,14553,229.6108
451.99,14555,229.6101
452.02,14558,229.6093
452.05,14560,229.6086
452.09,14562,229.6078
452.12,14564,229.6071
452.15,14566,229.6063
452.19,14568,229.6056
452.22,14569,229.6048
452.25,14571,229.6041
452.29,14573,229.6033
452.32,14576,229.6026
452.35,14578,229.6018
452.39,14580,229.6011
452.42,14582,229.6003
452.45,14583,229.5995
452.49,14585,229.5988
452.52,14587,229.598
452.55,14589,229.5973
452.59,14590,229.5965
452.62,14593,229.5958
452.65,14598,229.595
452.69,14596,229.5943
452.72,14598,229.5935
452.75,14600,229.5928
452.79,14601,229.592
452.82,14603,229.5913
452.85,14604,229.5905
452.89,14606,229.5898
452.92,14608,229.589
452.95,14610,229.5883
452.99,14612,229.5875
453.02,14613,229.5868
453.05,14615,229.586
453.09,14617,229.5853
453.12,14618,229.5845
453.15,14620,229.5838
453.19,14621,229.583
453.22,14624,229.5823
453.25,14626,229.5815
453.29,14628,229.5808
453.32,14630,229.58
453.35,14632,229.5793
453.39,14634,229.5785
453.42,14636,229.5778
453.45,14638,229.577
453.49,14639,229.5763
453.52,14642,229.5755
453.55,14644,229.5748
453.59,14645,229.574
453.62,14647,229.5733
453.65,14649,229.5725
453.69,14650,229.5718
453.72,14652,229.571
453.75,14653,229.5702
453.79,14655,229.5695
453.82,14657,229.5687
453.85,14659,229.568
453.89,14661,229.5672
453.92,14663,229.5665
453.95,14665,229.5657
453.99,14666,229.565
454.02,14668,229.5642
454.05,14669,229.5635
454.09,14671,229.5627
454.12,14674,229.562
454.15,14675,229.5612
454.19,14677,229.5605
454.22,14679,229.5597
454.25,14681,229.559
454.29,14682,229.5582
454.32,14684,229.5575
454.35,14686,229.5567
454.39,14687,229.556
454.42,14690,229.5552
454.45,14692,229.5545
454.49,14694,229.5537
454.52,14695,229.553
454.55,14697,229.5522
454.59,14699,229.5515
454.62,14700,229.5507
454.65,14702,229.55
454.69,14704,229.5492
454.72,14706,229.5485
454.75,14708,229.5477
454.79,14710,229.547
454.82,14712,229.5462
454.85,14714,229.5455
454.89,14715,229.5447
454.92,14717,229.544
454.95,14719,229.5432
454.99,14720,229.5424
455.02,14723,229.5417
455.06,14729,229.5409
455.09,14727,229.5402
455.12,14729,229.5394
455.16,14731,229.5387
455.19,14733,229.5379
455.22,14735,229.5372
455.26,14737,229.5364
455.29,14739,229.5357
455.32,14742,229.5349
455.36,14744,229.5342
455.39,14747,229.5334
455.42,14749,229.5327
455.46,14751,229.5319
