Time (s),Speed (km/h),Altitude (km)
597.3,27108,215.333
597.33,27108,215.3335
597.36,27108,215.334
597.4,27108,215.3346
597.43,27108,215.3351
597.46,27108,215.3356
597.5,27108,215.3362
597.53,27108,215.3367
597.56,27108,215.3372
597.6,27108,215.3378
597.63,27108,215.3383
597.66,27108,215.3388
597.7,27108,215.3394
597.73,27108,215.3399
597.76,27108,215.3404
597.8,27108,215.341
597.83,27108,215.3415
597.86,27108,215.342
597.9,27109,215.3426
597.93,27109,215.3431
597.96,27109,215.3436
598,27109,215.3441
598.03,27109,215.3447
598.06,27109,215.3452
598.1,27109,215.3457
598.13,27109,215.3463
598.16,27109,215.3468
598.2,27109,215.3473
598.23,27109,215.3479
598.26,27109,215.3484
598.3,27109,215.3489
598.33,27109,215.3495
598.37,27109,215.35
598.4,27109,215.3505
598.43,27109,215.3511
598.47,27109,215.3516
598.5,27109,215.3521
598.53,27109,215.3527
598.57,27109,215.3532
598.6,27109,215.3537
598.63,27109,215.3543
598.67,27109,215.3548
598.7,27109,215.3553
598.73,27109,215.3559
598.77,27109,215.3564
598.8,27109,215.3569
598.83,27109,215.3574
598.87,27109,215.358
598.9,27109,215.3585
598.93,27109,215.359
598.97,27109,215.3596
599,27109,215.3601
599.03,27109,215.3606
599.07,27109,215.3612
599.1,27109,215.3617
599.13,27109,215.3622
599.17,27109,215.3628
599.2,27109,215.3633
599.23,27109,215.3638
599.27,27109,215.3644
599.3,27109,215.3649
599.33,27109,215.3654
599.37,27109,215.366
599.4,27109,215.3665
599.43,27109,215.367
599.47,27109,215.3676
599.5,27109,215.3681
599.53,27109,215.3686
599.57,27109,215.3691
599.6,27109,215.3697
599.63,27109,215.3702
599.67,27109,215.3707
599.7,27109,215.3713
599.73,27109,215.3718
599.77,27109,215.3723
599.8,27109,215.3729
599.83,27109,215.3734
599.87,27109,215.3739
599.9,27109,215.3745
599.93,27109,215.375
599.97,27109,215.3755
600,27109,215.3761
600.03,27109,215.3766
600.07,27109,215.3771
600.1,27109,215.3777
600.13,27109,215.3782
600.17,27109,215.3787
600.2,27109,215.3793
600.23,27109,215.3798
600.27,27109,215.3803
600.3,27109,215.3809
600.33,27109,215.3814
600.37,27109,215.3819
600.4,27109,215.3824
600.43,27109,215.383
600.47,27109,215.3835
600.5,27109,215.384
600.53,27109,215.3846
600.57,27109,215.3851
600.6,27109,215.3856
600.63,27109,215.3862
600.67,27109,215.3867
600.7,27109,215.3872
600.73,27109,215.3878
600.77,27109,215.3883
600.8,27109,215.3888
600.83,27109,215.3894
600.87,27109,215.3899
600.9,27109,215.3904
600.93,27109,215.391
600.97,27109,215.3915
601,27109,215.392
601.03,27109,215.3926
601.07,27109,215.3931
601.1,27109,215.3936
601.13,27109,215.3941
601.17,27109,215.3947
601.2,27109,215.3952
601.23,27109,215.3957
601.27,27109,215.3963
601.3,27109,215.3968
601.33,27109,215.3973
601.37,27109,215.3979
601.4,27109,215.3984
601.43,27109,215.3989
601.47,27109,215.3995
601.5,27109,215.4
601.53,27109,215.4005
601.57,27109,215.4011
601.6,27109,215.4016
601.63,27109,215.4021
601.67,27109,215.4027
601.7,27109,215.4032
601.74,27109,215.4037
601.77,27109,215.4043
601.8,27109,215.4048
601.84,27109,215.4053
601.87,27109,215.4059
601.9,27109,215.4064
601.94,27109,215.4069
601.97,27109,215.4074
602,27109,215.408
602.04,27109,215.4085
602.07,27109,215.409
602.1,27109,215.4096
602.14,27109,215.4101
602.17,27109,215.4106
602.2,27109,215.4112
602.24,27109,215.4117
602.27,27109,215.4122
602.3,27109,215.4128
602.34,27109,215.4133
602.37,27109,215.4138
602.4,27109,215.4144
602.44,27109,215.4149
602.47,27109,215.4154
602.5,27109,215.416
602.54,27109,215.4165
602.57,27109,215.417
602.6,27109,215.4176
602.64,27109,215.4181
602.67,27109,215.4186
602.7,27109,215.4191
602.74,27109,215.4197
602.77,27109,215.4202
602.8,27109,215.4207
602.84,27109,215.4213
602.87,27109,215.4218
602.9,27109,215.4223
602.94,27109,215.4229
602.97,27109,215.4234
603,27109,215.4239
603.04,27109,215.4245
603.07,27109,215.425
603.1,27109,215.4255
603.14,27109,215.4261
603.17,27109,215.4266
603.2,27109,215.4271
603.24,27109,215.4277
603.27,27109,215.4282
603.3,27109,215.4287
603.34,27109,215.4293
603.37,27109,215.4298
603.4,27109,215.4303
603.44,27109,215.4309
603.47,27109,215.4314
603.5,27109,215.4319
603.54,27109,215.4324
603.57,27109,215.433
603.6,27109,215.4335
603.64,27109,215.434
603.67,27109,215.4346
603.7,27109,215.4351
603.74,27109,215.4356
603.77,27109,215.4362
603.8,27109,215.4367
603.84,27109,215.4372
603.87,27109,215.4378
603.9,27109,215.4383
603.94,27109,215.4388
603.97,27109,215.4394
604,27109,215.4399
604.04,27109,215.4404
604.07,27109,215.441
604.1,27109,215.4415
604.14,27109,215.442
604.17,27109,215.4426
604.2,27109,215.4431
604.24,27109,215.4436
604.27,27109,215.4441
604.3,27109,215.4447
604.34,27109,215.4452
604.37,27109,215.4457
604.4,27109,215.4463
604.44,27109,215.4468
604.47,27109,215.4473
604.5,27109,215.4479
604.54,27109,215.4484
604.57,27109,215.4489
604.6,27109,215.4495
604.64,27109,215.45
604.67,27109,215.4505
604.7,27109,215.4511
604.74,27109,215.4516
604.77,27109,215.4521
604.8,27109,215.4527
604.84,27109,215.4532
604.87,27109,215.4537
604.9,27109,215.4543
604.94,27109,215.4548
604.97,27109,215.4553
605.01,27109,215.4559
605.04,27109,215.4564
605.07,27109,215.4569
605.11,27109,215.4574
605.14,27109,215.458
605.17,27109,215.4585
605.21,27109,215.459
605.24,27109,215.4596
605.27,27109,215.4601
605.31,27109,215.4606
605.34,27109,215.4612
605.37,27109,215.4617
605.41,27109,215.4622
605.44,27109,215.4628
605.47,27109,215.4633
605.51,27109,215.4638
605.54,27109,215.4644
605.57,27109,215.4649
605.61,27109,215.4654
605.64,27109,215.466
605.67,27109,215.4665
605.71,27109,215.467
605.74,27109,215.4676
605.77,27109,215.4681
605.81,27109,215.4686
605.84,27109,215.4691
605.87,27109,215.4697
605.91,27109,215.4702
605.94,27109,215.4707
605.97,27109,215.4713
606.01,27109,215.4718
606.04,27109,215.4723
606.07,27109,215.4729
606.11,27109,215.4734
606.14,27109,215.4739
606.17,27109,215.4745
606.21,27109,215.475
606.24,27109,215.4755
606.27,27109,215.4761
606.31,27109,215.4766
606.34,27109,215.4771
606.37,27109,215.4777
606.41,27109,215.4782
606.44,27109,215.4787
606.47,27109,215.4793
606.51,27109,215.4798
606.54,27109,215.4803
606.57,27109,215.4809
606.61,27109,215.4814
606.64,27109,215.4819
606.67,27109,215.4824
606.71,27109,215.483
606.74,27109,215.4835
606.77,27109,215.484
606.81,27109,215.4846
606.84,27109,215.4851
606.87,27109,215.4856
606.91,27109,215.4862
606.94,27109,215.4867
606.97,27109,215.4872
607.01,27109,215.4878
607.04,27109,215.4883
607.07,27109,215.4888
607.11,27109,215.4894
607.14,27109,215.4899
607.17,27109,215.4904
607.21,27109,215.491
607.24,27109,215.4915
607.27,27109,215.492
607.31,27109,215.4926
607.34,27109,215.4931
607.37,27109,215.4936
607.41,27109,215.4941
607.44,27109,215.4947
607.47,27109,215.4952
607.51,27109,215.4957
607.54,27109,215.4963
607.57,27109,215.4968
607.61,27109,215.4973
607.64,27109,215.4979
607.67,27109,215.4984
607.71,27109,215.4989
607.74,27109,215.4995
607.77,27109,215.5
607.81,27109,215.5005
607.84,27109,215.5011
607.87,27109,215.5016
607.91,27109,215.5021
607.94,27109,215.5027
607.97,27109,215.5032
608.01,27109,215.5037
608.04,27109,215.5043
608.07,27109,215.5048
608.11,27109,215.5053
608.14,27109,215.5059
608.17,27109,215.5064
608.21,27109,215.5069
608.24,27109,215.5074
608.27,27109,215.508
608.31,27108,215.5085
608.34,27108,215.509
608.38,27108,215.5096
608.41,27108,215.5101
608.44,27108,215.5106
608.48,27108,215.5112
608.51,27108,215.5117
608.54,27108,215.5122
608.58,27108,215.5128
608.61,27108,215.5133
608.64,27108,215.5138
608.68,27108,215.5144
608.71,27108,215.5149
608.74,27108,215.5154
608.78,27108,215.516
608.81,27108,215.5165
608.84,27108,215.517
608.88,27108,215.5176
608.91,27108,215.5181
608.94,27108,215.5186
608.98,27108,215.5191
609.01,27108,215.5197
609.04,27108,215.5202
609.08,27108,215.5207
609.11,27108,215.5213
609.14,27108,215.5218
609.18,27108,215.5223
609.21,27108,215.5229
609.24,27108,215.5234
609.28,27108,215.5239
609.31,27108,215.5245
609.34,27108,215.525
609.38,27108,215.5255
609.41,27108,215.5261
609.44,27108,215.5266
609.48,27108,215.5271
609.51,27108,215.5277
609.54,27108,215.5282
609.58,27108,215.5287
609.61,27108,215.5293
609.64,27108,215.5298
609.68,27108,215.5303
609.71,27108,215.5309
609.74,27108,215.5314
609.78,27108,215.5319
609.81,27108,215.5324
609.84,27108,215.533
609.88,27108,215.5335
609.91,27108,215.534
609.94,27108,215.5346
609.98,27108,215.5351
610.01,27108,215.5356
610.04,27108,215.5362
610.08,27108,215.5367
610.11,27108,215.5372
610.14,27108,215.5378
610.18,27108,215.5383
610.21,27108,215.5388
610.24,27108,215.5394
610.28,27108,215.5399
610.31,27108,215.5404
610.34,27108,215.541
610.38,27108,215.5415
610.41,27108,215.542
610.44,27108,215.5426
610.48,27108,215.5431
610.51,27108,215.5436
610.54,27108,215.5441
610.58,27108,215.5447
610.61,27108,215.5452
610.64,27108,215.5457
610.68,27108,215.5463
610.71,27108,215.5468
610.74,27108,215.5473
610.78,27108,215.5479
610.81,27108,215.5484
610.84,27108,215.5489
610.88,27108,215.5495
610.91,27108,215.55
610.94,27108,215.5505
610.98,27108,215.5511
611.01,27108,215.5516
611.04,27108,215.5521
611.08,27108,215.5527
611.11,27108,215.5532
611.14,27108,215.5537
611.18,27108,215.5543
611.21,27108,215.5548
611.24,27108,215.5553
611.28,27108,215.5559
611.31,27108,215.5564
611.34,27108,215.5569
611.38,27108,215.5574
611.41,27108,215.558
611.44,27108,215.5585
611.48,27108,215.559
611.51,27108,215.5596
611.54,27108,215.5601
611.58,27108,215.5606
611.61,27108,215.5612
611.64,27108,215.5617
611.68,27108,215.5622
611.71,27108,215.5628
611.75,27108,215.5633
611.78,27108,215.5638
611.81,27108,215.5644
611.85,27108,215.5649
611.88,27108,215.5654
611.91,27108,215.566
611.95,27108,215.5665
611.98,27108,215.567
612.01,27108,215.5676
612.05,27108,215.5681
612.08,27108,215.5686
612.11,27108,215.5691
612.15,27108,215.5697
612.18,27108,215.5702
612.21,27108,215.5707
612.25,27108,215.5713
612.28,27108,215.5718
612.31,27108,215.5723
612.35,27108,215.5729
612.38,27108,215.5734
612.41,27108,215.5739
612.45,27108,215.5745
612.48,27108,215.575
612.51,27108,215.5755
612.55,27108,215.5761
612.58,27108,215.5766
612.61,27108,215.5771
612.65,27108,215.5777
612.68,27108,215.5782
612.71,27108,215.5787
612.75,27108,215.5793
612.78,27108,215.5798
612.81,27108,215.5803
612.85,27108,215.5809
612.88,27108,215.5814
612.91,27108,215.5819
612.95,27108,215.5824
612.98,27108,215.583
613.01,27108,215.5835
613.05,27108,215.584
613.08,27108,215.5846
613.11,27108,215.5851
613.15,27108,215.5856
613.18,27108,215.5862
613.21,27108,215.5867
613.25,27108,215.5872
613.28,27108,215.5878
613.31,27108,215.5883
613.35,27108,215.5888
613.38,27108,215.5894
613.41,27108,215.5899
613.45,27108,215.5904
613.48,27108,215.591
613.51,27108,215.5915
613.55,27108,215.592
613.58,27108,215.5926
613.61,27108,215.5931
613.65,27108,215.5936
613.68,27108,215.5941
613.71,27108,215.5947
613.75,27108,215.5952
613.78,27108,215.5957
613.81,27108,215.5963
613.85,27108,215.5968
613.88,27108,215.5973
613.91,27108,215.5979
613.95,27108,215.5984
613.98,27108,215.5989
614.01,27108,215.5995
614.05,27108,215.6
614.08,27108,215.6005
614.11,27108,215.6011
614.15,27108,215.6016
614.18,27108,215.6021
614.21,27108,215.6027
614.25,27108,215.6032
614.28,27108,215.6037
614.31,27108,215.6043
614.35,27108,215.6048
614.38,27108,215.6053
614.41,27108,215.6059
614.45,27108,215.6064
614.48,27108,215.6069
614.51,27108,215.6074
614.55,27108,215.608
614.58,27108,215.6085
614.61,27108,215.609
614.65,27108,215.6096
614.68,27108,215.6101
614.71,27108,215.6106
614.75,27108,215.6112
614.78,27108,215.6117
614.81,27108,215.6122
614.85,27108,215.6128
614.88,27108,215.6133
614.91,27108,215.6138
614.95,27108,215.6144
614.98,27108,215.6149
615.02,27108,215.6154
615.05,27108,215.616
615.08,27108,215.6165
615.12,27108,215.617
615.15,27108,215.6176
615.18,27108,215.6181
615.22,27108,215.6186
615.25,27108,215.6191
615.28,27108,215.6197
615.32,27108,215.6202
615.35,27108,215.6207
615.38,27108,215.6213
615.42,27108,215.6218
615.45,27108,215.6223
615.48,27108,215.6229
615.52,27108,215.6234
615.55,27108,215.6239
615.58,27108,215.6245
615.62,27108,215.625
615.65,27108,215.6255
615.68,27108,215.6261
615.72,27108,215.6266
615.75,27108,215.6271
615.78,27108,215.6277
615.82,27108,215.6282
615.85,27108,215.6287
615.88,27108,215.6293
615.92,27108,215.6298
615.95,27108,215.6303
615.98,27108,215.6309
616.02,27108,215.6314
616.05,27108,215.6319
616.08,27108,215.6324
616.12,27108,215.633
616.15,27108,215.6335
616.18,27108,215.634
616.22,27108,215.6346
616.25,27108,215.6351
616.28,27108,215.6356
616.32,27108,215.6362
616.35,27108,215.6367
616.38,27108,215.6372
616.42,27108,215.6378
616.45,27108,215.6383
616.48,27108,215.6388
616.52,27108,215.6394
616.55,27108,215.6399
616.58,27108,215.6404
616.62,27108,215.641
616.65,27108,215.6415
616.68,27108,215.642
616.72,27108,215.6426
616.75,27108,215.6431
616.78,27108,215.6436
616.82,27108,215.6441
616.85,27108,215.6447
616.88,27108,215.6452
616.92,27108,215.6457
616.95,27108,215.6463
616.98,27108,215.6468
617.02,27108,215.6473
617.05,27108,215.6479
617.08,27108,215.6484
617.12,27108,215.6489
617.15,27108,215.6495
617.18,27108,215.65
617.22,27108,215.6505
617.25,27108,215.6511
617.28,27108,215.6516
617.32,27108,215.6521
617.35,27108,215.6527
617.38,27108,215.6532
617.42,27108,215.6537
617.45,27108,215.6543
617.48,27108,215.6548
617.52,27108,215.6553
617.55,27108,215.6559
617.58,27108,215.6564
617.62,27108,215.6569
617.65,27108,215.6574
617.68,27108,215.658
617.72,27108,215.6585
617.75,27108,215.659
617.78,27108,215.6596
617.82,27108,215.6601
617.85,27108,215.6606
617.88,27108,215.6612
617.92,27108,215.6617
617.95,27108,215.6622
617.98,27108,215.6628
618.02,27108,215.6633
618.05,27108,215.6638
618.08,27108,215.6644
618.12,27108,215.6649
618.15,27108,215.6654
618.18,27108,215.666
618.22,27108,215.6665
618.25,27108,215.667
618.28,27108,215.6676
618.32,27108,215.6681
618.35,27108,215.6686
618.39,27108,215.6691
618.42,27108,215.6697
618.45,27108,215.6702
618.49,27108,215.6707
618.52,27108,215.6713
618.55,27108,215.6718
618.59,27108,215.6723
618.62,27108,215.6729
618.65,27108,215.6734
618.69,27108,215.6739
618.72,27108,215.6745
618.75,27108,215.675
618.79,27108,215.6755
618.82,27108,215.6761
618.85,27108,215.6766
618.89,27108,215.6771
618.92,27108,215.6777
618.95,27108,215.6782
618.99,27108,215.6787
619.02,27108,215.6793
619.05,27108,215.6798
619.09,27108,215.6803
619.12,27108,215.6809
619.15,27108,215.6814
619.19,27108,215.6819
619.22,27108,215.6824
619.25,27108,215.683
619.29,27108,215.6835
619.32,27108,215.684
619.35,27108,215.6846
619.39,27108,215.6851
619.42,27108,215.6856
619.45,27108,215.6862
619.49,27108,215.6867
619.52,27108,215.6872
619.55,27108,215.6878
619.59,27108,215.6883
619.62,27108,215.6888
619.65,27108,215.6894
619.69,27108,215.6899
619.72,27108,215.6904
619.75,27108,215.691
619.79,27108,215.6915
619.82,27108,215.692
619.85,27108,215.6926
619.89,27108,215.6931
619.92,27108,215.6936
619.95,27108,215.6941
619.99,27108,215.6947
620.02,27108,215.6952
620.05,27108,215.6957
620.09,27108,215.6963
620.12,27108,215.6968
620.15,27108,215.6973
620.19,27108,215.6979
620.22,27108,215.6984
620.25,27108,215.6989
620.29,27108,215.6995
620.32,27108,215.7
620.35,27108,215.7005
620.39,27108,215.7011
620.42,27108,215.7016
620.45,27108,215.7021
620.49,27108,215.7027
620.52,27108,215.7032
620.55,27108,215.7037
620.59,27108,215.7043
620.62,27108,215.7048
620.65,27108,215.7053
620.69,27108,215.7059
620.72,27108,215.7064
620.75,27107,215.7069
620.79,27107,215.7074
620.82,27107,215.708
620.85,27107,215.7085
620.89,27107,215.709
620.92,27107,215.7096
620.95,27107,215.7101
620.99,27107,215.7106
621.02,27107,215.7112
621.05,27107,215.7117
621.09,27107,215.7122
621.12,27107,215.7128
621.15,27107,215.7133
621.19,27107,215.7138
621.22,27107,215.7144
621.25,27107,215.7149
621.29,27107,215.7154
621.32,27107,215.716
621.35,27107,215.7165
621.39,27107,215.717
621.42,27107,215.7176
621.45,27107,215.7181
621.49,27107,215.7186
621.52,27107,215.7191
621.55,27107,215.7197
621.59,27107,215.7202
621.62,27107,215.7207
621.66,27107,215.7213
621.69,27107,215.7218
621.72,27107,215.7223
621.76,27107,215.7229
621.79,27107,215.7234
621.82,27107,215.7239
621.86,27107,215.7245
621.89,27107,215.725
621.92,27107,215.7255
621.96,27107,215.7261
621.99,27107,215.7266
622.02,27107,215.7271
622.06,27107,215.7277
622.09,27107,215.7282
622.12,27107,215.7287
622.16,27107,215.7293
622.19,27107,215.7298
622.22,27107,215.7303
622.26,27107,215.7309
622.29,27107,215.7314
622.32,27107,215.7319
622.36,27107,215.7324
622.39,27107,215.733
622.42,27107,215.7335
622.46,27107,215.734
622.49,27107,215.7346
622.52,27107,215.7351
622.56,27107,215.7356
622.59,27107,215.7362
622.62,27107,215.7367
622.66,27107,215.7372
622.69,27107,215.7378
622.72,27107,215.7383
622.76,27107,215.7388
622.79,27107,215.7394
622.82,27107,215.7399
622.86,27107,215.7404
622.89,27107,215.741
622.92,27107,215.7415
622.96,27107,215.742
622.99,27107,215.7426
623.02,27107,215.7431
623.06,27107,215.7436
623.09,27107,215.7441
623.12,27107,215.7447
623.16,27107,215.7452
623.19,27107,215.7457
623.22,27107,215.7463
623.26,27107,215.7468
623.29,27107,215.7473
623.32,27107,215.7479
623.36,27107,215.7484
623.39,27107,215.7489
623.42,27107,215.7495
623.46,27107,215.75
623.49,27107,215.7505
623.52,27107,215.7511
623.56,27107,215.7516
623.59,27107,215.7521
623.62,27107,215.7527
623.66,27107,215.7532
623.69,27107,215.7537
623.72,27107,215.7543
623.76,27107,215.7548
623.79,27107,215.7553
623.82,27107,215.7559
623.86,27107,215.7564
623.89,27107,215.7569
623.92,27107,215.7574
623.96,27107,215.758
623.99,27107,215.7585
624.02,27107,215.759
